ORF	KEGGID	Pathway
YGR108W	4113	Meiosis - yeast
YGR109C	4111	Cell cycle - yeast
YGR109C	4113	Meiosis - yeast
tC(GCA)G	970	Aminoacyl-tRNA biosynthesis
YGR110W	564	Glycerophospholipid metabolism
YGR113W	4111	Cell cycle - yeast
YGR118W	3010	Ribosome
tN(GUU)G	970	Aminoacyl-tRNA biosynthesis
tR(UCU)G3	970	Aminoacyl-tRNA biosynthesis
tI(AAU)G	970	Aminoacyl-tRNA biosynthesis
YGR124W	250	Alanine, aspartate and glutamate metabolism
YGR124W	910	Nitrogen metabolism
YGR124W	1100	Metabolic pathways
YGR124W	1110	Biosynthesis of secondary metabolites
YGR128C	3008	Ribosome biogenesis in eukaryotes
YGR129W	3040	Spliceosome
YGR135W	3050	Proteasome
tA(AGC)G	970	Aminoacyl-tRNA biosynthesis
tG(UCC)G	970	Aminoacyl-tRNA biosynthesis
YGR148C	3010	Ribosome
tA(UGC)G	970	Aminoacyl-tRNA biosynthesis
YGR155W	260	Glycine, serine and threonine metabolism
YGR155W	270	Cysteine and methionine metabolism
YGR155W	1100	Metabolic pathways
YGR157W	564	Glycerophospholipid metabolism
YGR157W	1100	Metabolic pathways
YGR158C	3018	RNA degradation
tV(AAC)G2	970	Aminoacyl-tRNA biosynthesis
YGR162W	3013	RNA transport
tR(UCU)G2	970	Aminoacyl-tRNA biosynthesis
YGR170W	564	Glycerophospholipid metabolism
YGR170W	1100	Metabolic pathways
YGR171C	450	Selenocompound metabolism
YGR171C	970	Aminoacyl-tRNA biosynthesis
tG(GCC)G1	970	Aminoacyl-tRNA biosynthesis
YGR175C	100	Steroid biosynthesis
YGR175C	1100	Metabolic pathways
YGR175C	1110	Biosynthesis of secondary metabolites
YGR180C	230	Purine metabolism
YGR180C	240	Pyrimidine metabolism
YGR180C	480	Glutathione metabolism
YGR180C	1100	Metabolic pathways
tL(CAA)G3	970	Aminoacyl-tRNA biosynthesis
YGR183C	190	Oxidative phosphorylation
YGR183C	1100	Metabolic pathways
YGR185C	970	Aminoacyl-tRNA biosynthesis
YGR186W	3022	Basal transcription factors
YGR188C	4111	Cell cycle - yeast
YGR188C	4113	Meiosis - yeast
tK(CUU)G3	970	Aminoacyl-tRNA biosynthesis
tW(CCA)G2	970	Aminoacyl-tRNA biosynthesis
YGR192C	10	Glycolysis / Gluconeogenesis
YGR192C	1100	Metabolic pathways
YGR192C	1110	Biosynthesis of secondary metabolites
YGR194C	40	Pentose and glucuronate interconversions
YGR194C	1100	Metabolic pathways
YGR195W	3018	RNA degradation
YGR199W	514	Other types of O-glycan biosynthesis
YGR202C	564	Glycerophospholipid metabolism
YGR202C	1100	Metabolic pathways
YGR204W	670	One carbon pool by folate
YGR204W	1100	Metabolic pathways
YGR206W	4144	Endocytosis
YGR208W	260	Glycine, serine and threonine metabolism
YGR208W	680	Methane metabolism
YGR208W	1100	Metabolic pathways
YGR214W	3010	Ribosome
YGR216C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YGR216C	1100	Metabolic pathways
tG(GCC)G2	970	Aminoacyl-tRNA biosynthesis
YGR218W	3008	Ribosome biogenesis in eukaryotes
YGR218W	3013	RNA transport
YGR225W	4113	Meiosis - yeast
YGR227W	510	N-Glycan biosynthesis
YGR227W	1100	Metabolic pathways
YGR233C	4111	Cell cycle - yeast
YGR240C	10	Glycolysis / Gluconeogenesis
YGR240C	30	Pentose phosphate pathway
YGR240C	51	Fructose and mannose metabolism
YGR240C	52	Galactose metabolism
YGR240C	680	Methane metabolism
YGR240C	1100	Metabolic pathways
YGR240C	1110	Biosynthesis of secondary metabolites
YGR244C	20	Citrate cycle (TCA cycle)
YGR244C	640	Propanoate metabolism
YGR244C	1100	Metabolic pathways
YGR244C	1110	Biosynthesis of secondary metabolites
YGR248W	30	Pentose phosphate pathway
YGR248W	1100	Metabolic pathways
YGR248W	1110	Biosynthesis of secondary metabolites
YGR253C	3050	Proteasome
YGR254W	10	Glycolysis / Gluconeogenesis
YGR254W	680	Methane metabolism
YGR254W	1100	Metabolic pathways
YGR254W	1110	Biosynthesis of secondary metabolites
YGR254W	3018	RNA degradation
YGR255C	130	Ubiquinone and other terpenoid-quinone biosynthesis
YGR255C	1100	Metabolic pathways
YGR255C	1110	Biosynthesis of secondary metabolites
tT(UGU)G2	970	Aminoacyl-tRNA biosynthesis
YGR256W	30	Pentose phosphate pathway
YGR256W	480	Glutathione metabolism
YGR256W	1100	Metabolic pathways
YGR256W	1110	Biosynthesis of secondary metabolites
YGR258C	3420	Nucleotide excision repair
YGR264C	450	Selenocompound metabolism
YGR264C	970	Aminoacyl-tRNA biosynthesis
YGR267C	790	Folate biosynthesis
YGR267C	1100	Metabolic pathways
YGR274C	3022	Basal transcription factors
YGR276C	3008	Ribosome biogenesis in eukaryotes
YGR282C	500	Starch and sucrose metabolism
YGR286C	780	Biotin metabolism
YGR286C	1100	Metabolic pathways
YGR287C	52	Galactose metabolism
YGR287C	500	Starch and sucrose metabolism
YGR287C	1100	Metabolic pathways
YGR292W	52	Galactose metabolism
YGR292W	500	Starch and sucrose metabolism
YGR292W	1100	Metabolic pathways
YHL033C	3010	Ribosome
YHL032C	561	Glycerolipid metabolism
YHL032C	1100	Metabolic pathways
YHL031C	4130	SNARE interactions in vesicular transport
tH(GUG)H	970	Aminoacyl-tRNA biosynthesis
YHL022C	4113	Meiosis - yeast
YHL015W	3010	Ribosome
YHL012W	40	Pentose and glucuronate interconversions
YHL012W	52	Galactose metabolism
YHL012W	500	Starch and sucrose metabolism
YHL012W	520	Amino sugar and nucleotide sugar metabolism
YHL012W	1100	Metabolic pathways
YHL012W	1110	Biosynthesis of secondary metabolites
YHL011C	30	Pentose phosphate pathway
YHL011C	230	Purine metabolism
YHL011C	1100	Metabolic pathways
YHL011C	1110	Biosynthesis of secondary metabolites
tV(AAC)H	970	Aminoacyl-tRNA biosynthesis
YHL007C	4011	MAPK signaling pathway - yeast
YHL004W	3010	Ribosome
YHL003C	600	Sphingolipid metabolism
YHL003C	1100	Metabolic pathways
YHL002W	4144	Endocytosis
YHL001W	3010	Ribosome
YHR001W-A	190	Oxidative phosphorylation
YHR001W-A	1100	Metabolic pathways
YHR005C	4011	MAPK signaling pathway - yeast
tT(AGU)H	970	Aminoacyl-tRNA biosynthesis
YHR007C	100	Steroid biosynthesis
YHR007C	1100	Metabolic pathways
YHR007C	1110	Biosynthesis of secondary metabolites
YHR008C	4146	Peroxisome
YHR010W	3010	Ribosome
YHR011W	970	Aminoacyl-tRNA biosynthesis
tS(AGA)H	970	Aminoacyl-tRNA biosynthesis
tQ(UUG)H	970	Aminoacyl-tRNA biosynthesis
YHR018C	250	Alanine, aspartate and glutamate metabolism
YHR018C	330	Arginine and proline metabolism
YHR018C	1100	Metabolic pathways
YHR018C	1110	Biosynthesis of secondary metabolites
YHR019C	970	Aminoacyl-tRNA biosynthesis
YHR020W	970	Aminoacyl-tRNA biosynthesis
tA(AGC)H	970	Aminoacyl-tRNA biosynthesis
YHR021C	3010	Ribosome
YHR025W	260	Glycine, serine and threonine metabolism
YHR025W	1100	Metabolic pathways
YHR026W	190	Oxidative phosphorylation
YHR026W	1100	Metabolic pathways
YHR026W	4145	Phagosome
YHR027C	3050	Proteasome
YHR030C	4011	MAPK signaling pathway - yeast
YHR037W	250	Alanine, aspartate and glutamate metabolism
YHR037W	330	Arginine and proline metabolism
YHR037W	1100	Metabolic pathways
YHR039C-A	190	Oxidative phosphorylation
YHR039C-A	1100	Metabolic pathways
YHR039C-A	4145	Phagosome
YHR046C	562	Inositol phosphate metabolism
YHR046C	1100	Metabolic pathways
YHR046C	1110	Biosynthesis of secondary metabolites
YHR046C	4070	Phosphatidylinositol signaling system
YHR051W	190	Oxidative phosphorylation
YHR051W	1100	Metabolic pathways
YHR062C	3008	Ribosome biogenesis in eukaryotes
YHR062C	3013	RNA transport
YHR063C	770	Pantothenate and CoA biosynthesis
YHR063C	1100	Metabolic pathways
YHR063C	1110	Biosynthesis of secondary metabolites
YHR069C	3018	RNA degradation
tF(GAA)H1	970	Aminoacyl-tRNA biosynthesis
YHR072W	100	Steroid biosynthesis
YHR072W	1100	Metabolic pathways
YHR072W	1110	Biosynthesis of secondary metabolites
YHR072W-A	3008	Ribosome biogenesis in eukaryotes
YHR074W	760	Nicotinate and nicotinamide metabolism
YHR074W	1100	Metabolic pathways
YHR077C	3013	RNA transport
YHR077C	3015	mRNA surveillance pathway
YHR079C	4141	Protein processing in endoplasmic reticulum
YHR081W	3018	RNA degradation
YHR084W	4011	MAPK signaling pathway - yeast
YHR089C	3008	Ribosome biogenesis in eukaryotes
YHR091C	970	Aminoacyl-tRNA biosynthesis
YHR092C	4113	Meiosis - yeast
YHR094C	4113	Meiosis - yeast
YHR096C	4113	Meiosis - yeast
YHR104W	40	Pentose and glucuronate interconversions
YHR104W	51	Fructose and mannose metabolism
YHR104W	52	Galactose metabolism
YHR104W	561	Glycerolipid metabolism
YHR104W	620	Pyruvate metabolism
YHR104W	650	Butanoate metabolism
YHR104W	1100	Metabolic pathways
YHR106W	240	Pyrimidine metabolism
YHR106W	450	Selenocompound metabolism
YHR111W	4122	Sulfur relay system
YHR118C	4111	Cell cycle - yeast
YHR118C	4113	Meiosis - yeast
YHR119W	310	Lysine degradation
YHR123W	564	Glycerophospholipid metabolism
YHR123W	565	Ether lipid metabolism
YHR123W	1100	Metabolic pathways
YHR124W	4113	Meiosis - yeast
tF(GAA)H2	970	Aminoacyl-tRNA biosynthesis
YHR128W	240	Pyrimidine metabolism
YHR128W	1100	Metabolic pathways
YHR135C	3008	Ribosome biogenesis in eukaryotes
YHR137W	350	Tyrosine metabolism
YHR137W	360	Phenylalanine metabolism
YHR137W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YHR137W	1100	Metabolic pathways
YHR137W	1110	Biosynthesis of secondary metabolites
YHR141C	3010	Ribosome
YHR143W-A	230	Purine metabolism
YHR143W-A	240	Pyrimidine metabolism
YHR143W-A	1100	Metabolic pathways
YHR143W-A	3020	RNA polymerase
YHR144C	240	Pyrimidine metabolism
YHR144C	1100	Metabolic pathways
tP(UGG)H	970	Aminoacyl-tRNA biosynthesis
YHR148W	3008	Ribosome biogenesis in eukaryotes
YHR152W	4111	Cell cycle - yeast
YHR152W	4113	Meiosis - yeast
YHR163W	30	Pentose phosphate pathway
YHR163W	1100	Metabolic pathways
YHR163W	1110	Biosynthesis of secondary metabolites
YHR164C	3030	DNA replication
YHR165C	3040	Spliceosome
YHR166C	4111	Cell cycle - yeast
YHR166C	4113	Meiosis - yeast
YHR166C	4120	Ubiquitin mediated proteolysis
YHR170W	3008	Ribosome biogenesis in eukaryotes
YHR170W	3013	RNA transport
YHR171W	4140	Regulation of autophagy
YHR174W	10	Glycolysis / Gluconeogenesis
YHR174W	680	Methane metabolism
YHR174W	1100	Metabolic pathways
YHR174W	1110	Biosynthesis of secondary metabolites
YHR174W	3018	RNA degradation
tT(UGU)H	970	Aminoacyl-tRNA biosynthesis
YHR183W	30	Pentose phosphate pathway
YHR183W	480	Glutathione metabolism
YHR183W	1100	Metabolic pathways
YHR183W	1110	Biosynthesis of secondary metabolites
YHR184W	4113	Meiosis - yeast
tV(CAC)H	970	Aminoacyl-tRNA biosynthesis
YHR188C	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
YHR188C	1100	Metabolic pathways
YHR190W	100	Steroid biosynthesis
YHR190W	1100	Metabolic pathways
YHR190W	1110	Biosynthesis of secondary metabolites
YHR196W	3008	Ribosome biogenesis in eukaryotes
YHR200W	3050	Proteasome
YHR201C	230	Purine metabolism
YHR203C	3010	Ribosome
YHR208W	280	Valine, leucine and isoleucine degradation
YHR208W	290	Valine, leucine and isoleucine biosynthesis
YHR208W	770	Pantothenate and CoA biosynthesis
YHR208W	1100	Metabolic pathways
YHR208W	1110	Biosynthesis of secondary metabolites
YHR215W	740	Riboflavin metabolism
YHR216W	230	Purine metabolism
YHR216W	1100	Metabolic pathways
YHR216W	1110	Biosynthesis of secondary metabolites
YIL172C	52	Galactose metabolism
YIL172C	500	Starch and sucrose metabolism
YIL172C	1100	Metabolic pathways
YIL162W	52	Galactose metabolism
YIL162W	500	Starch and sucrose metabolism
YIL162W	1100	Metabolic pathways
YIL160C	71	Fatty acid degradation
YIL160C	280	Valine, leucine and isoleucine degradation
YIL160C	592	alpha-Linolenic acid metabolism
YIL160C	1100	Metabolic pathways
YIL160C	1110	Biosynthesis of secondary metabolites
YIL155C	564	Glycerophospholipid metabolism
YIL149C	3013	RNA transport
YIL149C	4011	MAPK signaling pathway - yeast
YIL148W	3010	Ribosome
YIL147C	4011	MAPK signaling pathway - yeast
YIL145C	410	beta-Alanine metabolism
YIL145C	770	Pantothenate and CoA biosynthesis
YIL145C	1100	Metabolic pathways
YIL145C	1110	Biosynthesis of secondary metabolites
YIL143C	3420	Nucleotide excision repair
YIL139C	1100	Metabolic pathways
YIL133C	3010	Ribosome
YIL125W	20	Citrate cycle (TCA cycle)
YIL125W	310	Lysine degradation
YIL125W	380	Tryptophan metabolism
YIL125W	1100	Metabolic pathways
YIL125W	1110	Biosynthesis of secondary metabolites
YIL124W	564	Glycerophospholipid metabolism
YIL124W	565	Ether lipid metabolism
YIL124W	1100	Metabolic pathways
YIL116W	340	Histidine metabolism
YIL116W	350	Tyrosine metabolism
YIL116W	360	Phenylalanine metabolism
YIL116W	400	Phenylalanine, tyrosine and tryptophan biosynthesis
YIL116W	1100	Metabolic pathways
YIL116W	1110	Biosynthesis of secondary metabolites
YIL111W	190	Oxidative phosphorylation
YIL111W	1100	Metabolic pathways
YIL109C	4141	Protein processing in endoplasmic reticulum
YIL107C	51	Fructose and mannose metabolism
YIL106W	4111	Cell cycle - yeast
tT(AGU)I1	970	Aminoacyl-tRNA biosynthesis
YIL099W	500	Starch and sucrose metabolism
YIL099W	1100	Metabolic pathways
tI(AAU)I1	970	Aminoacyl-tRNA biosynthesis
YIL094C	300	Lysine biosynthesis
YIL094C	1100	Metabolic pathways
tE(CUC)I	970	Aminoacyl-tRNA biosynthesis
tI(AAU)I2	970	Aminoacyl-tRNA biosynthesis
YIL079C	3018	RNA degradation
YIL078W	970	Aminoacyl-tRNA biosynthesis
YIL075C	3050	Proteasome
YIL074C	260	Glycine, serine and threonine metabolism
YIL074C	680	Methane metabolism
YIL074C	1100	Metabolic pathways
YIL072W	4113	Meiosis - yeast
YIL069C	3010	Ribosome
YIL066C	230	Purine metabolism
YIL066C	240	Pyrimidine metabolism
YIL066C	480	Glutathione metabolism
YIL066C	1100	Metabolic pathways
YIL061C	3040	Spliceosome
tS(UGA)I	970	Aminoacyl-tRNA biosynthesis
YIL053W	561	Glycerolipid metabolism
YIL053W	1100	Metabolic pathways
YIL052C	3010	Ribosome
YIL046W	4111	Cell cycle - yeast
YIL046W	4120	Ubiquitin mediated proteolysis
YIL044C	4144	Endocytosis
YIL043C	520	Amino sugar and nucleotide sugar metabolism
YIL038C	3018	RNA degradation
YIL035C	3008	Ribosome biogenesis in eukaryotes
YIL030C	4141	Protein processing in endoplasmic reticulum
tK(CUU)I	970	Aminoacyl-tRNA biosynthesis
YIL026C	4111	Cell cycle - yeast
YIL026C	4113	Meiosis - yeast
YIL021W	230	Purine metabolism
YIL021W	240	Pyrimidine metabolism
YIL021W	1100	Metabolic pathways
YIL021W	3020	RNA polymerase
YIL020C	340	Histidine metabolism
YIL020C	1100	Metabolic pathways
YIL020C	1110	Biosynthesis of secondary metabolites
YIL018W	3010	Ribosome
YIL016W	4141	Protein processing in endoplasmic reticulum
tD(GUC)I1	970	Aminoacyl-tRNA biosynthesis
tT(AGU)I2	970	Aminoacyl-tRNA biosynthesis
YIL014W	514	Other types of O-glycan biosynthesis
tD(GUC)I2	970	Aminoacyl-tRNA biosynthesis
YIL009W	71	Fatty acid degradation
YIL009W	1100	Metabolic pathways
YIL009W	4146	Peroxisome
YIL008W	4122	Sulfur relay system
YIL005W	4141	Protein processing in endoplasmic reticulum
YIL004C	4130	SNARE interactions in vesicular transport
YIR001C	3015	mRNA surveillance pathway
tE(UUC)I	970	Aminoacyl-tRNA biosynthesis
YIR008C	230	Purine metabolism
YIR008C	240	Pyrimidine metabolism
YIR008C	1100	Metabolic pathways
YIR008C	3030	DNA replication
YIR015W	3013	RNA transport
YIR019C	500	Starch and sucrose metabolism
YIR019C	1100	Metabolic pathways
YIR022W	3060	Protein export
YIR025W	4113	Meiosis - yeast
YIR027C	230	Purine metabolism
YIR027C	1100	Metabolic pathways
YIR029W	230	Purine metabolism
YIR029W	1100	Metabolic pathways
YIR031C	620	Pyruvate metabolism
YIR031C	630	Glyoxylate and dicarboxylate metabolism
YIR031C	1100	Metabolic pathways
YIR032C	230	Purine metabolism
YIR032C	1100	Metabolic pathways
YIR034C	300	Lysine biosynthesis
YIR034C	310	Lysine degradation
YIR034C	1100	Metabolic pathways
YIR034C	1110	Biosynthesis of secondary metabolites
YIR037W	480	Glutathione metabolism
YIR037W	590	Arachidonic acid metabolism
YIR038C	480	Glutathione metabolism
